Timestamp,Event,Status,Gaze_Direction,Timer_Duration
11:13:25.581,STATUS_CHANGE,Initializing...,Center,
11:13:25.581,GAZE_CHANGE,Initializing...,Center,
11:13:26.099,STATUS_CHANGE,READING,Center,
11:13:28.787,TIMER_START,READING,Down,0.0
11:13:28.787,GAZE_CHANGE,READING,Down,
11:13:29.820,GAZE_CHANGE,READING,Center,
11:13:29.840,GAZE_CHANGE,READING,Down,
11:13:30.495,GAZE_CHANGE,READING,Center,
11:13:30.531,GAZE_CHANGE,READING,Down,
11:13:30.560,GAZE_CHANGE,READING,Center,
11:13:31.097,TIMER_STOP,READING,Center,2.31
11:13:31.478,TIMER_START,READING,Down,0.0
11:13:31.478,GAZE_CHANGE,READING,Down,
11:13:31.534,GAZE_CHANGE,READING,Center,
11:13:31.573,GAZE_CHANGE,READING,Down,
11:13:31.622,GAZE_CHANGE,READING,Center,
11:13:31.780,GAZE_CHANGE,READING,Down,
11:13:32.758,GAZE_CHANGE,READING,Center,
11:13:33.259,TIMER_STOP,READING,Center,1.78
11:13:35.248,TIMER_START,READING,Down,0.0
11:13:35.248,GAZE_CHANGE,READING,Down,
11:13:35.422,GAZE_CHANGE,READING,Center,
11:13:35.516,GAZE_CHANGE,READING,Down,
11:13:35.545,GAZE_CHANGE,READING,Center,
11:13:35.658,GAZE_CHANGE,READING,Down,
11:13:35.757,GAZE_CHANGE,READING,Center,
11:13:36.262,TIMER_STOP,READING,Center,1.01
11:13:39.230,TIMER_START,READING,Down,0.0
11:13:39.232,GAZE_CHANGE,READING,Down,
11:13:39.276,GAZE_CHANGE,READING,Center,
11:13:39.339,GAZE_CHANGE,READING,Down,
11:13:39.367,GAZE_CHANGE,READING,Center,
11:13:39.897,TIMER_STOP,READING,Center,0.67
11:13:39.983,TIMER_START,READING,Down,0.0
11:13:39.983,GAZE_CHANGE,READING,Down,
11:13:40.019,GAZE_CHANGE,READING,Center,
11:13:40.082,GAZE_CHANGE,READING,Down,
11:13:40.111,GAZE_CHANGE,READING,Center,
11:13:40.143,GAZE_CHANGE,READING,Down,
11:13:40.192,GAZE_CHANGE,READING,Center,
11:13:40.702,TIMER_STOP,READING,Center,0.72
11:13:40.909,TIMER_START,READING,Down,0.0
11:13:40.909,GAZE_CHANGE,READING,Down,
11:13:41.067,GAZE_CHANGE,READING,Center,
11:13:41.159,GAZE_CHANGE,READING,Down,
11:13:41.461,GAZE_CHANGE,READING,Center,
