Timestamp,Event,Status,Gaze_Direction,Timer_Duration
12:13:34.198,STATUS_CHANGE,Initializing...,Center,
12:13:34.198,GAZE_CHANGE,Initializing...,Center,
12:13:34.715,STATUS_CHANGE,READING,Blinking,
12:13:36.911,TIMER_START,READING,Down,0.0
12:13:36.911,GAZE_CHANGE,READING,Down,
12:13:37.293,GAZE_CHANGE,READING,Center,
12:13:37.483,TIMER_STOP,READING,Blinking,0.57
12:14:28.764,TIMER_START,READING,Up,0.0
12:14:28.764,GAZE_CHANGE,READING,Up,
12:14:28.814,GAZE_CHANGE,READING,Center,
12:14:29.319,TIMER_STOP,READING,Center,0.55
12:16:05.710,TIMER_START,READING,Up,0.0
12:16:05.712,GAZE_CHANGE,READING,Up,
12:16:05.854,GAZE_CHANGE,READING,Center,
12:16:05.885,GAZE_CHANGE,READING,Up,
12:16:06.013,GAZE_CHANGE,READING,Center,
12:16:06.040,GAZE_CHANGE,READING,Up,
12:16:06.070,GAZE_CHANGE,READING,Center,
12:16:06.095,GAZE_CHANGE,READING,Up,
12:16:06.153,GAZE_CHANGE,READING,Center,
12:16:06.657,TIMER_STOP,READING,Center,0.95
12:16:32.001,TIMER_START,READING,Down,0.0
12:16:32.001,GAZE_CHANGE,READING,Down,
12:16:32.035,GAZE_CHANGE,READING,Center,
12:16:32.409,GAZE_CHANGE,READING,Down,
12:16:32.475,GAZE_CHANGE,READING,Center,
12:16:32.948,TIMER_STOP,READING,Center,0.95
12:16:58.128,TIMER_START,READING,Down,0.0
12:16:58.129,GAZE_CHANGE,READING,Down,
12:16:58.334,GAZE_CHANGE,READING,Center,
12:16:58.681,TIMER_STOP,READING,Center,0.55
12:16:58.707,TIMER_START,READING,Down,0.0
12:16:58.707,GAZE_CHANGE,READING,Down,
12:16:58.849,GAZE_CHANGE,READING,Center,
12:16:58.885,GAZE_CHANGE,READING,Down,
12:16:58.920,GAZE_CHANGE,READING,Center,
12:16:59.444,TIMER_STOP,READING,Blinking,0.74
12:17:02.262,TIMER_START,READING,Down,0.0
12:17:02.262,GAZE_CHANGE,READING,Down,
