Timestamp,Event,Status,Gaze_Direction,Timer_Duration
13:10:15.368,STATUS_CHANGE,Initializing...,Center,
13:10:15.368,GAZE_CHANGE,Initializing...,Center,
13:10:15.899,STATUS_CHANGE,READING,Center,
13:10:26.242,TIMER_START,READING,Up,0.0
13:10:26.242,GAZE_CHANGE,READING,Up,
13:10:26.453,GAZE_CHANGE,READING,Center,
13:10:26.946,TIMER_STOP,READING,Blinking,0.70
13:10:31.866,TIMER_START,READING,Up,0.0
13:10:31.866,GAZE_CHANGE,READING,Up,
13:10:32.454,TIMER_STOP,READING,Blinking,0.59
13:10:32.509,GAZE_CHANGE,READING,Center,
13:10:48.641,TIMER_START,READING,Right,0.0
13:10:48.641,GAZE_CHANGE,READING,Right,
13:10:49.463,GAZE_CHANGE,READING,Down,
13:10:49.494,GAZE_CHANGE,READING,Center,
13:10:49.526,GAZE_CHANGE,READING,Down,
13:10:49.796,GAZE_CHANGE,READING,Center,
13:10:49.856,GAZE_CHANGE,READING,Right,
13:10:50.113,GAZE_CHANGE,READING,Down,
13:10:50.145,GAZE_CHANGE,READING,Right,
13:10:50.196,GAZE_CHANGE,READING,Down,
13:10:50.318,GAZE_CHANGE,READING,Center,
13:10:50.841,TIMER_STOP,READING,Blinking,2.20
13:10:53.328,TIMER_START,READING,Up,0.0
13:10:53.328,GAZE_CHANGE,READING,Up,
13:10:53.488,GAZE_CHANGE,READING,Center,
13:10:54.001,TIMER_STOP,READING,Center,0.67
13:10:54.263,TIMER_START,READING,Up,0.0
13:10:54.263,GAZE_CHANGE,READING,Up,
13:10:54.298,GAZE_CHANGE,READING,Center,
13:10:54.337,GAZE_CHANGE,READING,Up,
13:10:54.799,GAZE_CHANGE,READING,Center,
13:10:55.323,TIMER_STOP,READING,Center,1.06
13:11:09.184,TIMER_START,READING,Up,0.0
13:11:09.184,GAZE_CHANGE,READING,Up,
13:11:09.275,GAZE_CHANGE,READING,Center,
13:11:09.806,TIMER_STOP,READING,Center,0.62
13:13:34.456,TIMER_START,READING,Up,0.0
13:13:34.456,GAZE_CHANGE,READING,Up,
13:13:34.639,GAZE_CHANGE,READING,Center,
13:13:35.184,TIMER_STOP,READING,Center,0.73
13:13:37.219,TIMER_START,READING,Up,0.0
13:13:37.219,GAZE_CHANGE,READING,Up,
13:13:37.272,GAZE_CHANGE,READING,Center,
13:13:37.786,TIMER_STOP,READING,Center,0.57
13:13:42.608,TIMER_START,READING,Up,0.0
13:13:42.608,GAZE_CHANGE,READING,Up,
13:13:42.640,GAZE_CHANGE,READING,Center,
