Timestamp,Event,Status,Gaze_Direction,Timer_Duration
15:35:57.718,STATUS_CHANGE,Initializing...,Center,
15:35:57.718,GAZE_CHANGE,Initializing...,Center,
15:35:58.236,STATUS_CHANGE,READING,Blinking,
15:36:36.970,TIMER_START,READING,Up,0.0
15:36:36.970,GAZE_CHANGE,READING,Up,
15:36:37.014,GAZE_CHANGE,READING,Center,
15:36:37.537,TIMER_STOP,READING,Center,0.57
15:38:38.607,TIMER_START,READING,Right,0.0
15:38:38.607,GAZE_CHANGE,READING,Right,
15:38:39.015,GAZE_CHANGE,READING,Center,
15:38:39.413,TIMER_STOP,READING,Center,0.81
15:42:27.615,TIMER_START,READING,Up,0.0
15:42:27.615,GAZE_CHANGE,READING,Up,
15:42:27.668,GAZE_CHANGE,READING,Center,
15:42:28.193,TIMER_STOP,READING,Center,0.58
15:42:35.588,TIMER_START,READING,Up,0.0
15:42:35.590,GAZE_CHANGE,READING,Up,
15:42:35.631,GAZE_CHANGE,READING,Center,
15:42:36.174,TIMER_STOP,READING,Center,0.59
15:45:01.116,TIMER_START,READING,Up,0.0
15:45:01.116,GAZE_CHANGE,READING,Up,
15:45:01.483,GAZE_CHANGE,READING,Center,
15:45:01.514,GAZE_CHANGE,READING,Up,
15:45:01.568,GAZE_CHANGE,READING,Center,
15:45:01.636,GAZE_CHANGE,READING,Up,
15:45:01.673,GAZE_CHANGE,READING,Center,
15:45:01.720,GAZE_CHANGE,READING,Up,
15:45:01.802,GAZE_CHANGE,READING,Center,
15:45:02.319,TIMER_STOP,READING,Center,1.20
15:46:06.464,TIMER_START,READING,Down,0.0
15:46:06.464,GAZE_CHANGE,READING,Down,
15:46:06.605,GAZE_CHANGE,READING,Center,
15:46:07.118,TIMER_STOP,READING,Center,0.65
15:46:11.973,TIMER_START,READING,Up,0.0
15:46:11.973,GAZE_CHANGE,READING,Up,
15:46:12.211,GAZE_CHANGE,READING,Center,
15:46:12.591,GAZE_CHANGE,READING,Up,
15:46:12.622,GAZE_CHANGE,READING,Center,
15:46:13.130,TIMER_STOP,READING,Center,1.16
15:46:19.707,TIMER_START,READING,Up,0.0
15:46:19.707,GAZE_CHANGE,READING,Up,
15:46:19.736,GAZE_CHANGE,READING,Center,
15:46:20.259,TIMER_STOP,READING,Center,0.55
15:46:45.052,TIMER_START,READING,Up,0.0
15:46:45.053,GAZE_CHANGE,READING,Up,
15:46:45.097,GAZE_CHANGE,READING,Center,
15:46:45.609,TIMER_STOP,READING,Center,0.56
15:47:40.883,TIMER_START,READING,Up,0.0
15:47:40.883,GAZE_CHANGE,READING,Up,
15:47:41.042,GAZE_CHANGE,READING,Center,
15:47:41.428,TIMER_STOP,READING,Center,0.55
15:47:50.768,TIMER_START,READING,Up,0.0
15:47:50.768,GAZE_CHANGE,READING,Up,
15:47:51.268,GAZE_CHANGE,READING,Center,
15:47:51.288,GAZE_CHANGE,READING,Up,
15:47:51.307,GAZE_CHANGE,READING,Center,
15:47:51.838,TIMER_STOP,READING,Center,1.07
15:48:02.445,TIMER_START,READING,Up,0.0
15:48:02.445,GAZE_CHANGE,READING,Up,
15:48:02.581,GAZE_CHANGE,READING,Center,
15:48:03.107,TIMER_STOP,READING,Center,0.66
15:48:16.009,TIMER_START,READING,Right,0.0
15:48:16.009,GAZE_CHANGE,READING,Right,
15:48:16.089,GAZE_CHANGE,READING,Center,
15:48:16.612,TIMER_STOP,READING,Blinking,0.60
15:48:16.673,TIMER_START,READING,Right,0.0
15:48:16.673,GAZE_CHANGE,READING,Right,
15:48:16.723,GAZE_CHANGE,READING,Up,
15:48:16.773,GAZE_CHANGE,READING,Right,
15:48:16.837,GAZE_CHANGE,READING,Up,
15:48:16.878,GAZE_CHANGE,READING,Down,
15:48:17.455,STATUS_CHANGE,NO READER,Right,
15:48:17.455,GAZE_CHANGE,NO READER,Right,
15:48:22.223,STATUS_CHANGE,STOPPED READING,Right,
15:48:22.451,GAZE_CHANGE,STOPPED READING,Up,
15:48:22.514,GAZE_CHANGE,STOPPED READING,Right,
15:48:22.561,GAZE_CHANGE,STOPPED READING,Up,
15:48:23.794,GAZE_CHANGE,STOPPED READING,Right,
15:48:24.015,GAZE_CHANGE,STOPPED READING,Down,
15:48:24.069,GAZE_CHANGE,STOPPED READING,Right,
15:48:24.612,TIMER_STOP,STOPPED READING,Blinking,7.94
15:48:24.612,STATUS_CHANGE,READING,Blinking,
15:48:25.084,GAZE_CHANGE,READING,Center,
15:48:25.611,TIMER_START,READING,Right,0.0
15:48:25.611,GAZE_CHANGE,READING,Right,
15:48:25.727,GAZE_CHANGE,READING,Center,
15:48:25.995,GAZE_CHANGE,READING,Right,
15:48:26.044,GAZE_CHANGE,READING,Up,
15:48:26.057,GAZE_CHANGE,READING,Right,
15:48:26.099,GAZE_CHANGE,READING,Down,
15:48:26.156,GAZE_CHANGE,READING,Right,
15:48:27.603,STATUS_CHANGE,NO READER,Right,
15:48:27.982,GAZE_CHANGE,NO READER,Up,
15:48:28.014,GAZE_CHANGE,NO READER,Center,
15:48:28.541,TIMER_STOP,NO READER,Center,2.93
15:48:28.541,STATUS_CHANGE,READING,Center,
15:48:28.606,TIMER_START,READING,Down,0.0
15:48:28.606,GAZE_CHANGE,READING,Down,
15:48:28.649,GAZE_CHANGE,READING,Left,
15:48:28.692,GAZE_CHANGE,READING,Center,
15:48:28.801,GAZE_CHANGE,READING,Up,
15:48:28.851,GAZE_CHANGE,READING,Right,
15:48:29.453,STATUS_CHANGE,NO READER,Right,
15:48:30.588,GAZE_CHANGE,NO READER,Center,
15:48:30.642,GAZE_CHANGE,NO READER,Up,
15:48:30.673,GAZE_CHANGE,NO READER,Right,
15:48:30.696,GAZE_CHANGE,NO READER,Center,
15:48:30.769,GAZE_CHANGE,NO READER,Up,
15:48:30.873,GAZE_CHANGE,NO READER,Center,
15:48:30.959,GAZE_CHANGE,NO READER,Down,
15:48:31.007,GAZE_CHANGE,NO READER,Right,
15:48:31.556,TIMER_STOP,NO READER,Blinking,2.95
15:48:31.556,STATUS_CHANGE,READING,Blinking,
15:48:31.766,GAZE_CHANGE,READING,Center,
15:48:32.133,TIMER_START,READING,Right,0.0
15:48:32.133,GAZE_CHANGE,READING,Right,
15:48:32.587,GAZE_CHANGE,READING,Center,
15:48:32.861,GAZE_CHANGE,READING,Right,
15:48:32.970,GAZE_CHANGE,READING,Center,
15:48:33.034,GAZE_CHANGE,READING,Up,
15:48:33.128,GAZE_CHANGE,READING,Center,
15:48:33.660,TIMER_STOP,READING,Center,1.53
15:48:34.757,TIMER_START,READING,Right,0.0
15:48:34.757,GAZE_CHANGE,READING,Right,
15:48:34.787,GAZE_CHANGE,READING,Center,
15:48:35.311,TIMER_STOP,READING,Blinking,0.55
