Timestamp,Event,Status,Gaze_Direction,Timer_Duration
15:19:54.752,STATUS_CHANGE,Initializing...,Blinking,
15:19:55.001,GAZE_CHANGE,Initializing...,Center,
15:19:55.275,STATUS_CHANGE,READING,Blinking,
15:19:56.106,TIMER_START,READING,Right,0.0
15:19:56.106,GAZE_CHANGE,READING,Right,
15:19:56.710,GAZE_CHANGE,READING,Down,
15:19:56.742,GAZE_CHANGE,READING,Center,
15:19:56.789,GAZE_CHANGE,READING,Up,
15:19:56.821,GAZE_CHANGE,READING,Right,
15:19:57.964,GAZE_CHANGE,READING,Left,
15:19:57.987,GAZE_CHANGE,READING,Center,
15:19:58.491,TIMER_STOP,READING,Center,2.38
15:21:04.956,TIMER_START,READING,Up,0.0
15:21:04.956,GAZE_CHANGE,READING,Up,
15:21:05.099,GAZE_CHANGE,READING,Center,
15:21:05.529,TIMER_STOP,READING,Center,0.57
15:21:19.587,TIMER_START,READING,Up,0.0
15:21:19.587,GAZE_CHANGE,READING,Up,
15:21:20.007,GAZE_CHANGE,READING,Center,
15:21:20.051,GAZE_CHANGE,READING,Up,
15:21:20.572,GAZE_CHANGE,READING,Center,
15:21:21.079,TIMER_STOP,READING,Center,1.49
15:21:21.306,TIMER_START,READING,Up,0.0
15:21:21.306,GAZE_CHANGE,READING,Up,
15:21:23.622,GAZE_CHANGE,READING,Center,
15:21:23.652,GAZE_CHANGE,READING,Up,
15:21:23.764,GAZE_CHANGE,READING,Center,
15:21:23.829,GAZE_CHANGE,READING,Up,
15:21:24.381,STATUS_CHANGE,STOPPED READING,Up,
15:21:24.573,GAZE_CHANGE,STOPPED READING,Center,
15:21:25.073,TIMER_STOP,STOPPED READING,Center,3.77
15:21:25.077,STATUS_CHANGE,READING,Center,
15:21:26.389,TIMER_START,READING,Left,0.0
15:21:26.389,GAZE_CHANGE,READING,Left,
15:21:26.827,GAZE_CHANGE,READING,Center,
15:21:27.092,GAZE_CHANGE,READING,Left,
15:21:27.144,GAZE_CHANGE,READING,Center,
15:21:27.213,GAZE_CHANGE,READING,Left,
15:21:27.246,GAZE_CHANGE,READING,Center,
15:21:27.281,GAZE_CHANGE,READING,Left,
15:21:27.376,GAZE_CHANGE,READING,Center,
15:21:27.451,GAZE_CHANGE,READING,Left,
15:21:27.568,GAZE_CHANGE,READING,Center,
15:21:27.614,GAZE_CHANGE,READING,Left,
15:21:27.816,GAZE_CHANGE,READING,Center,
15:21:27.863,GAZE_CHANGE,READING,Left,
15:21:27.897,GAZE_CHANGE,READING,Center,
15:21:28.420,TIMER_STOP,READING,Center,2.03
15:21:28.720,TIMER_START,READING,Down,0.0
15:21:28.720,GAZE_CHANGE,READING,Down,
15:21:28.883,GAZE_CHANGE,READING,Center,
15:21:29.401,TIMER_STOP,READING,Center,0.68
15:23:35.718,TIMER_START,READING,Up,0.0
15:23:35.718,GAZE_CHANGE,READING,Up,
15:23:35.914,GAZE_CHANGE,READING,Center,
15:23:35.972,GAZE_CHANGE,READING,Up,
15:23:36.041,GAZE_CHANGE,READING,Center,
15:23:36.110,GAZE_CHANGE,READING,Up,
15:23:36.152,GAZE_CHANGE,READING,Center,
15:23:36.210,GAZE_CHANGE,READING,Up,
15:23:36.759,GAZE_CHANGE,READING,Center,
15:23:37.282,TIMER_STOP,READING,Center,1.56
15:23:38.084,TIMER_START,READING,Up,0.0
15:23:38.084,GAZE_CHANGE,READING,Up,
15:23:38.136,GAZE_CHANGE,READING,Center,
15:23:38.192,GAZE_CHANGE,READING,Up,
15:23:38.229,GAZE_CHANGE,READING,Center,
15:23:38.751,TIMER_STOP,READING,Center,0.67
15:23:39.317,TIMER_START,READING,Up,0.0
15:23:39.317,GAZE_CHANGE,READING,Up,
15:23:39.412,GAZE_CHANGE,READING,Center,
15:23:39.932,TIMER_STOP,READING,Center,0.61
15:23:55.885,TIMER_START,READING,Up,0.0
15:23:55.898,GAZE_CHANGE,READING,Up,
15:23:56.026,GAZE_CHANGE,READING,Center,
15:23:56.504,TIMER_STOP,READING,Center,0.62
15:24:51.471,TIMER_START,READING,Up,0.0
15:24:51.471,GAZE_CHANGE,READING,Up,
15:24:51.500,GAZE_CHANGE,READING,Center,
15:24:52.024,TIMER_STOP,READING,Center,0.55
15:24:52.170,TIMER_START,READING,Up,0.0
15:24:52.171,GAZE_CHANGE,READING,Up,
15:24:52.200,GAZE_CHANGE,READING,Center,
15:24:52.231,GAZE_CHANGE,READING,Up,
15:24:52.519,GAZE_CHANGE,READING,Center,
15:24:53.038,TIMER_STOP,READING,Blinking,0.87
15:25:29.258,TIMER_START,READING,Right,0.0
15:25:29.258,GAZE_CHANGE,READING,Right,
15:25:29.615,GAZE_CHANGE,READING,Center,
15:25:29.771,GAZE_CHANGE,READING,Right,
15:25:30.091,GAZE_CHANGE,READING,Center,
15:25:30.448,GAZE_CHANGE,READING,Left,
15:25:30.972,GAZE_CHANGE,READING,Center,
15:25:31.498,TIMER_STOP,READING,Center,2.24
15:25:34.162,TIMER_START,READING,Up,0.0
15:25:34.162,GAZE_CHANGE,READING,Up,
15:25:34.178,GAZE_CHANGE,READING,Right,
15:25:34.465,GAZE_CHANGE,READING,Up,
15:25:34.651,GAZE_CHANGE,READING,Left,
15:25:34.679,GAZE_CHANGE,READING,Up,
15:25:34.888,GAZE_CHANGE,READING,Right,
15:25:34.941,GAZE_CHANGE,READING,Center,
15:25:34.972,GAZE_CHANGE,READING,Up,
15:25:35.351,GAZE_CHANGE,READING,Center,
15:25:35.476,GAZE_CHANGE,READING,Right,
15:25:37.170,STATUS_CHANGE,STOPPED READING,Right,
