Timestamp,Event,Status,Gaze_Direction,Timer_Duration
13:39:40.179,STATUS_CHANGE,Initializing...,Blinking,
13:39:40.564,TIMER_START,Initializing...,Up,0.0
13:39:40.565,GAZE_CHANGE,Initializing...,Up,
13:39:40.702,GAZE_CHANGE,Initializing...,Center,
13:39:41.237,TIMER_STOP,Initializing...,Blinking,0.67
13:39:41.237,STATUS_CHANGE,READING,Blinking,
13:39:42.364,TIMER_START,READING,Up,0.0
13:39:42.364,GAZE_CHANGE,READING,Up,
13:39:42.914,TIMER_STOP,READING,Blinking,0.55
13:42:22.139,GAZE_CHANGE,READING,Center,
13:42:22.552,TIMER_START,READING,Up,0.0
13:42:22.552,GAZE_CHANGE,READING,Up,
13:42:22.587,GAZE_CHANGE,READING,Center,
13:42:23.098,TIMER_STOP,READING,Blinking,0.55
13:43:21.531,TIMER_START,READING,Up,0.0
13:43:21.531,GAZE_CHANGE,READING,Up,
13:43:21.636,GAZE_CHANGE,READING,Center,
13:43:22.093,TIMER_STOP,READING,Blinking,0.56
13:44:40.684,TIMER_START,READING,Up,0.0
13:44:40.684,GAZE_CHANGE,READING,Up,
13:44:42.036,TIMER_STOP,READING,Blinking,1.35
13:44:42.921,TIMER_START,READING,Up,0.0
13:44:44.698,GAZE_CHANGE,READING,Center,
13:44:44.730,GAZE_CHANGE,READING,Up,
13:44:45.555,GAZE_CHANGE,READING,Center,
13:44:45.600,GAZE_CHANGE,READING,Up,
13:44:45.952,STATUS_CHANGE,STOPPED READING,Up,
13:44:46.447,GAZE_CHANGE,STOPPED READING,Center,
13:44:46.972,TIMER_STOP,STOPPED READING,Blinking,4.05
13:44:46.972,STATUS_CHANGE,READING,Blinking,
13:44:51.716,TIMER_START,READING,Up,0.0
13:44:51.716,GAZE_CHANGE,READING,Up,
13:44:52.010,GAZE_CHANGE,READING,Center,
13:44:52.540,TIMER_STOP,READING,Center,0.82
13:44:52.642,TIMER_START,READING,Up,0.0
13:44:52.642,GAZE_CHANGE,READING,Up,
13:44:52.689,GAZE_CHANGE,READING,Center,
13:44:52.716,GAZE_CHANGE,READING,Up,
13:44:52.855,GAZE_CHANGE,READING,Center,
13:44:53.193,GAZE_CHANGE,READING,Up,
13:44:54.118,TIMER_STOP,READING,Blinking,1.48
13:44:54.683,TIMER_START,READING,Up,0.0
13:44:55.261,GAZE_CHANGE,READING,Center,
13:44:55.319,GAZE_CHANGE,READING,Up,
13:44:55.596,GAZE_CHANGE,READING,Center,
13:44:55.995,GAZE_CHANGE,READING,Up,
13:44:56.550,TIMER_STOP,READING,Blinking,1.87
13:46:30.134,GAZE_CHANGE,READING,Center,
13:46:55.597,TIMER_START,READING,Up,0.0
13:46:55.597,GAZE_CHANGE,READING,Up,
13:46:56.252,TIMER_STOP,READING,Blinking,0.66
13:46:59.597,GAZE_CHANGE,READING,Center,
13:46:59.643,TIMER_START,READING,Up,0.0
13:46:59.643,GAZE_CHANGE,READING,Up,
13:46:59.818,GAZE_CHANGE,READING,Center,
13:47:00.038,GAZE_CHANGE,READING,Up,
13:47:00.244,GAZE_CHANGE,READING,Center,
13:47:00.577,GAZE_CHANGE,READING,Up,
13:47:00.669,GAZE_CHANGE,READING,Center,
13:47:01.180,TIMER_STOP,READING,Blinking,1.54
13:49:42.136,TIMER_START,READING,Up,0.0
13:49:42.136,GAZE_CHANGE,READING,Up,
13:49:43.140,TIMER_STOP,READING,Blinking,1.00
13:49:45.773,TIMER_START,READING,Up,0.0
13:49:45.812,GAZE_CHANGE,READING,Center,
13:49:45.916,GAZE_CHANGE,READING,Up,
13:49:46.718,TIMER_STOP,READING,Blinking,0.95
13:49:47.004,TIMER_START,READING,Up,0.0
13:49:47.579,TIMER_STOP,READING,Blinking,0.57
13:49:49.428,TIMER_START,READING,Up,0.0
13:49:50.230,TIMER_STOP,READING,Blinking,0.80
13:49:50.652,TIMER_START,READING,Left,0.0
13:49:50.652,GAZE_CHANGE,READING,Left,
13:50:28.130,STATUS_CHANGE,NO READER,Blinking,
13:50:28.644,TIMER_STOP,NO READER,Blinking,37.99
13:50:28.644,STATUS_CHANGE,READING,Blinking,
13:50:29.501,GAZE_CHANGE,READING,Center,
