Timestamp,Event,Status,Gaze_Direction,Timer_Duration
11:50:51.787,STATUS_CHANGE,Initializing...,Center,
11:50:51.787,GAZE_CHANGE,Initializing...,Center,
11:50:52.300,STATUS_CHANGE,READING,Center,
11:51:25.402,TIMER_START,READING,Down,0.0
11:51:25.402,GAZE_CHANGE,READING,Down,
11:51:25.433,GAZE_CHANGE,READING,Center,
11:51:25.976,TIMER_STOP,READING,Center,0.57
11:52:07.875,TIMER_START,READING,Down,0.0
11:52:07.875,GAZE_CHANGE,READING,Down,
11:52:07.898,GAZE_CHANGE,READING,Center,
11:52:08.406,TIMER_STOP,READING,Center,0.53
11:52:08.920,TIMER_START,READING,Down,0.0
11:52:08.920,GAZE_CHANGE,READING,Down,
11:52:08.959,GAZE_CHANGE,READING,Center,
11:52:09.464,TIMER_STOP,READING,Center,0.54
11:52:16.152,TIMER_START,READING,Down,0.0
11:52:16.152,GAZE_CHANGE,READING,Down,
11:52:16.279,GAZE_CHANGE,READING,Center,
11:52:16.647,GAZE_CHANGE,READING,Down,
11:52:16.680,GAZE_CHANGE,READING,Center,
11:52:17.193,TIMER_STOP,READING,Center,1.04
11:52:28.049,TIMER_START,READING,Down,0.0
11:52:28.049,GAZE_CHANGE,READING,Down,
11:52:28.081,GAZE_CHANGE,READING,Center,
11:52:28.414,GAZE_CHANGE,READING,Down,
11:52:28.445,GAZE_CHANGE,READING,Center,
11:52:28.954,TIMER_STOP,READING,Center,0.91
11:52:31.656,TIMER_START,READING,Down,0.0
11:52:31.656,GAZE_CHANGE,READING,Down,
11:52:31.678,GAZE_CHANGE,READING,Center,
11:52:31.735,GAZE_CHANGE,READING,Down,
11:52:31.804,GAZE_CHANGE,READING,Center,
11:52:32.327,TIMER_STOP,READING,Blinking,0.67
11:54:04.247,TIMER_START,READING,Down,0.0
11:54:04.247,GAZE_CHANGE,READING,Down,
11:54:04.284,GAZE_CHANGE,READING,Center,
11:54:04.798,TIMER_STOP,READING,Center,0.55
11:54:53.911,TIMER_START,READING,Down,0.0
11:54:53.911,GAZE_CHANGE,READING,Down,
11:54:53.943,GAZE_CHANGE,READING,Center,
11:54:54.472,TIMER_STOP,READING,Blinking,0.56
11:55:28.287,TIMER_START,READING,Down,0.0
11:55:28.287,GAZE_CHANGE,READING,Down,
11:55:28.319,GAZE_CHANGE,READING,Center,
11:55:28.842,TIMER_STOP,READING,Center,0.56
11:55:38.945,TIMER_START,READING,Down,0.0
11:55:38.945,GAZE_CHANGE,READING,Down,
11:55:38.979,GAZE_CHANGE,READING,Center,
11:55:39.503,TIMER_STOP,READING,Center,0.56
11:57:34.480,TIMER_START,READING,Down,0.0
11:57:34.492,GAZE_CHANGE,READING,Down,
11:57:34.622,GAZE_CHANGE,READING,Center,
11:57:34.813,GAZE_CHANGE,READING,Down,
11:57:34.844,GAZE_CHANGE,READING,Center,
11:57:34.871,GAZE_CHANGE,READING,Down,
11:57:35.130,GAZE_CHANGE,READING,Center,
11:57:35.162,GAZE_CHANGE,READING,Down,
11:57:35.206,GAZE_CHANGE,READING,Center,
11:57:35.380,GAZE_CHANGE,READING,Down,
11:57:35.546,GAZE_CHANGE,READING,Center,
11:57:36.056,TIMER_STOP,READING,Center,1.58
11:57:43.215,TIMER_START,READING,Down,0.0
11:57:43.215,GAZE_CHANGE,READING,Down,
11:57:43.326,GAZE_CHANGE,READING,Center,
11:57:43.509,GAZE_CHANGE,READING,Down,
11:57:43.699,GAZE_CHANGE,READING,Center,
11:57:44.202,TIMER_STOP,READING,Center,0.99
11:58:59.790,TIMER_START,READING,Down,0.0
11:58:59.790,GAZE_CHANGE,READING,Down,
11:58:59.917,GAZE_CHANGE,READING,Center,
11:58:59.965,GAZE_CHANGE,READING,Down,
11:58:59.996,GAZE_CHANGE,READING,Center,
11:59:00.076,GAZE_CHANGE,READING,Down,
11:59:00.163,GAZE_CHANGE,READING,Center,
11:59:00.219,GAZE_CHANGE,READING,Down,
11:59:00.263,GAZE_CHANGE,READING,Center,
11:59:00.282,GAZE_CHANGE,READING,Down,
11:59:00.298,GAZE_CHANGE,READING,Center,
11:59:00.823,TIMER_STOP,READING,Center,1.03
11:59:01.015,TIMER_START,READING,Down,0.0
11:59:01.015,GAZE_CHANGE,READING,Down,
11:59:01.046,GAZE_CHANGE,READING,Center,
11:59:01.570,TIMER_STOP,READING,Center,0.56
11:59:08.392,TIMER_START,READING,Down,0.0
11:59:08.405,GAZE_CHANGE,READING,Down,
11:59:09.032,TIMER_STOP,READING,Blinking,0.64
11:59:09.073,GAZE_CHANGE,READING,Center,
12:00:47.624,TIMER_START,READING,Down,0.0
12:00:47.624,GAZE_CHANGE,READING,Down,
12:00:47.758,GAZE_CHANGE,READING,Center,
12:00:47.838,GAZE_CHANGE,READING,Down,
12:00:47.933,GAZE_CHANGE,READING,Center,
12:00:48.086,GAZE_CHANGE,READING,Down,
12:00:48.124,GAZE_CHANGE,READING,Center,
12:00:48.158,GAZE_CHANGE,READING,Down,
12:00:48.555,GAZE_CHANGE,READING,Center,
12:00:48.586,GAZE_CHANGE,READING,Up,
12:00:48.614,GAZE_CHANGE,READING,Down,
12:00:48.652,GAZE_CHANGE,READING,Right,
12:00:48.682,GAZE_CHANGE,READING,Down,
12:00:49.032,GAZE_CHANGE,READING,Center,
12:00:49.546,TIMER_STOP,READING,Center,1.92
12:04:04.780,TIMER_START,READING,Down,0.0
12:04:04.780,GAZE_CHANGE,READING,Down,
12:04:04.811,GAZE_CHANGE,READING,Center,
12:04:04.843,GAZE_CHANGE,READING,Down,
12:04:04.886,GAZE_CHANGE,READING,Center,
12:04:05.002,GAZE_CHANGE,READING,Down,
12:04:05.053,GAZE_CHANGE,READING,Center,
12:04:05.096,GAZE_CHANGE,READING,Down,
12:04:05.323,GAZE_CHANGE,READING,Center,
12:04:05.826,TIMER_STOP,READING,Blinking,1.05
12:06:38.969,TIMER_START,READING,Down,0.0
12:06:38.969,GAZE_CHANGE,READING,Down,
12:06:39.034,GAZE_CHANGE,READING,Right,
12:06:39.068,GAZE_CHANGE,READING,Down,
12:06:39.127,GAZE_CHANGE,READING,Center,
12:06:39.184,GAZE_CHANGE,READING,Right,
12:06:39.370,GAZE_CHANGE,READING,Up,
12:06:39.405,GAZE_CHANGE,READING,Right,
12:06:39.471,STATUS_CHANGE,NO READER,Up,
12:06:39.471,GAZE_CHANGE,NO READER,Up,
12:06:39.513,GAZE_CHANGE,NO READER,Right,
12:06:39.656,GAZE_CHANGE,NO READER,Up,
12:06:39.689,GAZE_CHANGE,NO READER,Right,
12:06:39.717,GAZE_CHANGE,NO READER,Up,
12:06:39.749,GAZE_CHANGE,NO READER,Down,
12:06:39.785,GAZE_CHANGE,NO READER,Right,
12:06:39.948,GAZE_CHANGE,NO READER,Left,
12:06:39.980,GAZE_CHANGE,NO READER,Up,
12:06:40.012,GAZE_CHANGE,NO READER,Right,
12:06:40.108,GAZE_CHANGE,NO READER,Up,
12:06:40.202,GAZE_CHANGE,NO READER,Right,
12:06:40.555,GAZE_CHANGE,NO READER,Up,
12:06:40.679,GAZE_CHANGE,NO READER,Right,
12:06:41.984,STATUS_CHANGE,STOPPED READING,Right,
12:06:44.440,GAZE_CHANGE,STOPPED READING,Center,
12:06:44.667,GAZE_CHANGE,STOPPED READING,Right,
12:06:51.210,GAZE_CHANGE,STOPPED READING,Down,
12:06:51.252,GAZE_CHANGE,STOPPED READING,Right,
12:06:51.284,GAZE_CHANGE,STOPPED READING,Center,
12:06:51.304,GAZE_CHANGE,STOPPED READING,Up,
12:06:51.765,GAZE_CHANGE,STOPPED READING,Right,
12:06:52.168,GAZE_CHANGE,STOPPED READING,Center,
12:06:52.680,TIMER_STOP,STOPPED READING,Blinking,13.71
12:06:52.680,STATUS_CHANGE,READING,Blinking,
12:06:53.414,TIMER_START,READING,Right,0.0
12:06:53.414,GAZE_CHANGE,READING,Right,
12:06:54.163,GAZE_CHANGE,READING,Center,
12:06:54.580,TIMER_STOP,READING,Center,1.17
